OBJECTID,FORMATION_ID,FORMATION_NAME,NO_STORE_UNITS,NO_DAUGHTER_UNITS,ASSESS_UNIT_TYPE,PERIOD_MIN,PERIOD_MAX,AGE_MIN,AGE_MAX,STRAT_GROUP,STRAT_FORMATION,LITHOLOGY,GEOGRAPHIC_AREA,GEOLOGICAL_BASIN,ON_OFFSHOR,SEAL,REP_THICK,REP_POR,REMARKS,STORE_CAP_FORM,STORE_CAP_HC_FIELDS,STORE_CAP_AQUIF,COUNTRY,COUNTRYCODE,LAMBERT_E,LAMBERT_N,X_DD,Y_DD,X,Y,Projection_Info,Date_Entered
72,ES_F_20121023122851984,Buntsandstein facies (Pyrenees-Ebro Basin),6,0,Saline Aquifer without hydrocarbon fields,Early Triassic,Late Triassic,Triassic,,,,Sandstone,Pyrenees,Ebro Basin,Onshore,,0,0.000000000000000,,0.000000000000000,0.000000000000000,0.000000000000000,Spain,ES,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,703657.488000000010000,4603574.548000000400000,ED_1950_UTM_Zone_30N,23-010-12 12:28:51
73,ES_F_20121023132147228,Early Cretaceous,5,0,Saline Aquifer without hydrocarbon fields,Cretaceous,Cretaceous,Turonian,Aptian,,Utrillas Formation,Sandstone,Cantabrian Chain,Cantabrian Chain,Onshore,,0,0.000000000000000,,0.000000000000000,0.000000000000000,0.000000000000000,Spain,ES,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,429053.012999999980000,4733281.847000000100000,ED_1950_UTM_Zone_30N,23-010-12 13:21:47
74,ES_F_20121023160316601,Buntsandstein and Muschelkalk facies (Iberian Chain),13,0,Saline Aquifer without hydrocarbon fields,Triassic,Permian,Rhaetian,Changhsingian,,,mixed,Iberian Chain,Iberian Chain,Onshore,,0,0.000000000000000,"mixed lithology (sandstone, dolostone and shale)",0.000000000000000,0.000000000000000,0.000000000000000,Spain,ES,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,538719.726000000020000,4486727.618999999900000,ED_1950_UTM_Zone_30N,23-010-12 16:03:16
75,ES_F_20121023211306533,Mesozoic Formations of Bethic Chain and Guadalquivir Basin,8,0,Saline Aquifer without hydrocarbon fields,Cretaceous,Triassic,,,,,mixed,Bethic Chain and Guadalquivir Basin,Bethic Chain,Onshore,,0,0.000000000000000,,0.000000000000000,0.000000000000000,0.000000000000000,Spain,ES,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,561403.986999999960000,4237141.293999999800000,ED_1950_UTM_Zone_30N,23-010-12 21:13:06
76,FR_F_20121004174201733,Dogger carbonaté,1,9,Saline Aquifer with hydrocarbon fields,Jurassic,Jurassic,Bajocian,Callovian,,,Carbonate,France (Continental),Bassin de Paris,Onshore,,0,0.000000000000000,,0.000000000000000,0.000000000000000,0.000000000000000,France,FR,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,04-010-12 17:42:01
77,FR_F_20121004185401816,Rhétien-Keuper,1,21,Saline Aquifer with hydrocarbon fields,Triassic,Triassic,Rhaetian,Carnian,,,,France (Continental),Bassin de Paris,Onshore,,0,0.000000000000000,,0.000000000000000,0.000000000000000,0.000000000000000,France,FR,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,04-010-12 18:54:01
78,FR_F_20121004185411377,Bundsandstein,1,1,Saline Aquifer with hydrocarbon fields,Triassic,Triassic,Olenekian,Induan,,,Sandstone,France (Continental),Bassin de Paris,Onshore,,0,0.000000000000000,,0.000000000000000,0.000000000000000,0.000000000000000,France,FR,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,04-010-12 18:54:11
79,FR_F_20121004191904670,Formations du Bassin d'Aquitaine,1,1,Saline Aquifer with hydrocarbon fields,,,,,,,,France (Continental),Bassin d’Aquitaine,Onshore,,0,0.000000000000000,no estimation,0.000000000000000,0.000000000000000,0.000000000000000,France,FR,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,04-010-12 19:19:04
80,FR_F_20121004192110490,Formations du Bassin du Sud-Est,1,1,Saline Aquifer with hydrocarbon fields,Triassic,Paleogene,Induan,Chattian,,,,France (Continental),Bassin du Sud-Est,Onshore,,0,0.000000000000000,no estimation,0.000000000000000,0.000000000000000,0.000000000000000,France,FR,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,04-010-12 19:21:10
81,GR_F_20121028124324266,Prinos Sand,1,3,Saline Aquifer with hydrocarbon fields,Neogene,Neogene,Messinian,Serravallian,,,Sandstone,Eastern Macedonia,Prinos Basin,Offshore,Evaporites,260,0.000000000000000,,6317.556896000000100,1041.231295999999900,5276.325600000000100,Greece,GR,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,375095.000000000000000,4826084.000000000000000,LAMBERT CONFORMAL CONIC - Project Projection,28-010-12 12:43:24
82,GR_F_20121028173422377,W. Thessaloniki,1,4,Saline Aquifer with hydrocarbon fields,Paleogene,Paleogene,,,,,Sandstone,Central Macedonia,Thessaloniki Basin,Both,Clay,100,0.000000000000000,,2698.308000000000000,0.000000000000000,2698.308000000000000,Greece,GR,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,243366.000000000000000,4805865.000000000000000,LAMBERT CONFORMAL CONIC - Project Projection,28-010-12 17:34:22
83,GR_F_20121028174412573,Grevena Basin,1,1,Saline Aquifer without hydrocarbon fields,Paleogene,Paleogene,,,,,Sandstone,Western Macedonia,Mesohellenic Basin,Onshore,Silty marls,300,0.000000000000000,,1528.724295000000200,0.000000000000000,1528.724295000000200,Greece,GR,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,92225.000000000000000,4816100.000000000000000,LAMBERT CONFORMAL CONIC - Project Projection,28-010-12 17:44:12
84,GR_F_20121114123203004,Katakolon,0,0,Saline Aquifer with hydrocarbon fields,Paleogene,Cretaceous,,,,,Carbonate,NW Peloponnese,West Katakolon Structure,Both,Clays - Anhydrites,0,0.000000000000000,The Katakolon area and the entire Western Greece is currently an area under detailed exploration for hydrocarbons.,0.000000000000000,0.000000000000000,0.000000000000000,Greece,GR,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,114282.000000000000000,4528200.000000000000000,LAMBERT CONFORMAL CONIC - Project Projection,14-011-12 12:32:03
85,HR_F_20121003170834390,Sava Group,5,9,Saline Aquifer with hydrocarbon fields,Neogene,Neogene,Pontian,,Sava Group,,Sandstone,Pannonian region,Pannonian basin,Onshore,marl,0,0.000000000000000,Sava Group comprises Upper Miocene sequence of sandstones and marls in Sava and Drava depression,3454.489507634865700,0.000000000000000,3454.489507634865700,Croatia,HR,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,03-010-12 17:08:34
86,HR_F_20121025191808832,Moslavacka Gora Group,2,2,Saline Aquifer with hydrocarbon fields,Neogene,Neogene,Middle Miocene,Lower Miocene,Moslavacka Gora Group,,Carbonate,Pannonian region,Pannonian basin,Onshore,,0,0.000000000000000,Formation created only for purpose of adding HC daughter units,0.000000000000000,0.000000000000000,0.000000000000000,Croatia,HR,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,25-010-12 19:18:08
87,HR_F_20121026093834054,Moslavacka Gora Group/Base Tertiary,3,3,Saline Aquifer with hydrocarbon fields,Neogene,Permian,Middle Miocene,,,,,Pannonian region,Pannonian basin,Onshore,,0,0.000000000000000,"Formation created for purpose of adding HC daughter units, containing 2 lithostratigraphic groups, lithology: carbonate, quartzite",0.000000000000000,0.000000000000000,0.000000000000000,Croatia,HR,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,26-010-12 09:38:34
88,HR_F_20121026102548665,Ivana Fm/Dinaridi Fm,1,1,Saline Aquifer with hydrocarbon fields,Quaternary,Mesozoic,Pleistocene,,,,,Adriatic region,Adriatic basin,Offshore,,0,0.000000000000000,"Formation created for purpose of adding HC daughter units, containing 2 lithostratigraphic formations (VELIC & MALVIC, 2011), lithology: carbonate, sandstone",0.000000000000000,0.000000000000000,0.000000000000000,Croatia,HR,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,26-010-12 10:25:48
89,HR_F_20121026120739259,Ivana Fm,1,1,Saline Aquifer with hydrocarbon fields,Quaternary,Quaternary,Pleistocene,Pleistocene,,Ivana,Sandstone,Adriatic region,Adriatic basin,Offshore,,0,0.000000000000000,"Formation created for purpose of adding HC daughter units, containing lithostratigraphic formation Ivana of Pleistocene age (after VELIC & MALVIC, 2011)",0.000000000000000,0.000000000000000,0.000000000000000,Croatia,HR,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,26-010-12 12:07:39
90,HR_F_20121026123711369,Sava Group/Moslavacka Gora Group/Base Tertiary,1,1,Saline Aquifer with hydrocarbon fields,Neogene,,Upper Miocene,,,,,Pannonian region,Pannonian basin,Onshore,,0,0.000000000000000,"Formation created for purpose of adding HC daughter units, containing 3 lithostratigraphic units",0.000000000000000,0.000000000000000,0.000000000000000,Croatia,HR,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,26-010-12 12:37:11
91,HR_F_20121113152945899,Susak,1,0,Saline Aquifer without hydrocarbon fields,Neogene,Paleogene,Miocene,Paleocene,,Susak,Sandstone,Adriatic region,Adriatic basin,Offshore,,0,0.000000000000000,Formation added soley for the purpose of adding the storage unit,601.651594430991050,0.000000000000000,601.651594430991050,Croatia,HR,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,13-011-12 15:29:45
92,HU_F_20120829111413002,Szolnok,12,13,Saline Aquifer with hydrocarbon fields,Neogene,Neogene,,,,,,,,Onshore,,0,0.000000000000000,Formation occurs across several geographic areas and sub basins,214.329329877110330,0.178763130000000,214.150566747110330,Hungary,HU,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,29-008-12 11:14:13
93,HU_F_20120926215830569,Base conglomerate,4,6,Saline Aquifer with hydrocarbon fields,,,,,,,,,,,,0,0.000000000000000,Formation occurs across several geographic areas and sub basins,0.000000000000000,0.000000000000000,0.000000000000000,Hungary,HU,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,26-009-12 21:58:30
94,IE_F_20121003142436271,Sherwood Sandstone Kish,6,0,Saline Aquifer without hydrocarbon fields,Triassic,Triassic,Anisian,Induan,Sherwood Sandstone,,Sandstone,Irish Sea,Kish Bank Basin,Offshore,Mercia Mudstone,240,0.000000000000000,Kish Bank Basin,0.000000000000000,0.000000000000000,0.000000000000000,Ireland,IE,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,347000.000000000000000,232000.000000000000000,TM65 Irish Grid,03-010-12 14:24:36
95,IE_F_20121003163102322,Sherwood Sandstone CISB,2,0,Saline Aquifer without hydrocarbon fields,Triassic,Triassic,Anisian,Induan,Sherwood Sandstone,,Sandstone,Irish Sea,Central Irish Sea Basin,Offshore,Mercia Mudstone,640,0.000000000000000,"CISB, closures on Irish side of basin reported",0.000000000000000,0.000000000000000,0.000000000000000,Ireland,IE,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,388000.000000000000000,185000.000000000000000,TM65 Irish Grid,03-010-12 16:31:02
96,IE_F_20121004123559105,Greensand,1,2,Saline Aquifer with hydrocarbon fields,Cretaceous,Cretaceous,Albian,Albian,Greensand,Greensand,Sandstone,Celtic Sea,North Celtic Sea Basin,Offshore,Gault Clay,38,20.000000000000000,The Greensand Formation contains two reservoirs - an A and a B sand.,2050.684326000000500,0.000000000000000,2050.684326000000500,Ireland,IE,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,190000.000000000000000,1000.000000000000000,TM65 Irish Grid,04-010-12 12:35:59
97,IT_F_20121001124148805,Casirate 1 - Lombardia 1,1,0,Saline Aquifer without hydrocarbon fields,Neogene,,Zanclean,,,,pebblestone,Padana Plain,Adria foredeep,Onshore,clay,0,0.000000000000000,,105.980160000000000,0.000000000000000,105.980160000000000,Italy,IT,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,9.563056000000000,45.489722000000000,x: long - y: lat - WGS84,01-010-12 12:41:48
98,IT_F_20121003174905644,Pandino 1 - Lombardia 2,1,0,Saline Aquifer without hydrocarbon fields,Neogene,,Piacenzian,,,,Sandstone,Padana Plain,Adria foredeep,Onshore,clay,0,0.000000000000000,,9.932025600000001,0.000000000000000,9.932025600000001,Italy,IT,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,9.463889000000000,45.413611000000003,x: long - y: lat - WGS84,03-010-12 17:49:05
99,IT_F_20121004153029368,Poggio Rusco 1 - Lombardia 3,1,0,Saline Aquifer without hydrocarbon fields,Neogene,,Aquitanian,,,,Sandstone,Padana Plain,Adria foredeep,Onshore,clay,0,0.000000000000000,,824.947200000000070,0.000000000000000,824.947200000000070,Italy,IT,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,11.176389000000000,44.947221999999996,x: long - y: lat - WGS84,04-010-12 15:30:29
100,IT_F_20121004163430395,S.Pietro in Casale 3 - Emilia 1,1,0,Saline Aquifer without hydrocarbon fields,Neogene,,Zanclean,,,,Sandstone,Padana Plain,Adria foredeep,Onshore,clay,0,0.000000000000000,,649.967741593379970,0.000000000000000,649.967741593379970,Italy,IT,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,11.391944000000001,44.716667000000001,x: long - y: lat - WGS84,04-010-12 16:34:30
101,IT_F_20121009153149008,Filetto1 - Emilia 2,1,0,Saline Aquifer without hydrocarbon fields,Neogene,,Gelasian,,,,Sandstone,Padana Plain,Adria foredeep,Onshore,clay,0,0.000000000000000,,56.972034067199992,0.000000000000000,56.972034067199992,Italy,IT,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,12.071389000000000,44.322499999999998,x: long - y: lat - WGS84,09-010-12 15:31:49
102,IT_F_20121009161532346,BAGNOLO MELLA,1,1,Saline Aquifer with hydrocarbon fields,,,,,,,,Padana Plain,Adria foredeep,Onshore,,0,0.000000000000000,Formation has no aquifer storage potential but has potential within its hydrocarbon fields,3.000000000000000,3.000000000000000,0.000000000000000,Italy,IT,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,10.143849776000000,45.422812649999997,x: long - y: lat - WGS84,09-010-12 16:15:32
103,IT_F_20121010122552181,Serena Nord 1 - Emilia mare,1,0,Saline Aquifer without hydrocarbon fields,Neogene,,Zanclean,,,,Sandstone,Adriatic off-shore,Adria foredeep,Offshore,clay,0,0.000000000000000,,234.000000000000000,0.000000000000000,234.000000000000000,Italy,IT,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,12.959167000000001,44.109999999999999,x: long - y: lat - WGS84,10-010-12 12:25:52
104,IT_F_20121010135221305,Jesi 6 - Marche 1,1,0,Saline Aquifer without hydrocarbon fields,,,,,,,Sandstone,Central Italy,Adria foredeep,Onshore,clay,0,0.000000000000000,,561.600000000000020,0.000000000000000,561.600000000000020,Italy,IT,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,13.260278000000000,43.578611000000002,x: long - y: lat - WGS84,10-010-12 13:52:21
105,IT_F_20121010141900087,Notaresco 1 - Abruzzi 1,1,0,Saline Aquifer without hydrocarbon fields,Neogene,,Piacenzian,,,,conglomerates,Central Italy,Adria foredeep,Onshore,clay,0,0.000000000000000,,778.099959000000010,0.000000000000000,778.099959000000010,Italy,IT,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,13.956944000000000,42.650832999999999,x: long - y: lat - WGS84,10-010-12 14:19:00
106,IT_F_20121010145802588,Pomarico 7 - Basilicata 1,1,0,Saline Aquifer without hydrocarbon fields,quaternary,,,,,,Sandstone,Southern Italy,Bradanic foredeep,Onshore,clay,0,0.000000000000000,,766.350000000000020,0.000000000000000,766.350000000000020,Italy,IT,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,16.489443999999999,40.518889000000001,x: long - y: lat - WGS84,10-010-12 14:58:02
107,IT_F_20121010152539660,Licia 1 - Calabria 1,1,0,Saline Aquifer without hydrocarbon fields,,,,,,,Sandstone,Southern Italy,Bradanic foredeep,Onshore,clay,0,0.000000000000000,,79.565768100000014,0.000000000000000,79.565768100000014,Italy,IT,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,16.581111000000000,39.665556000000002,x: long - y: lat - WGS84,10-010-12 15:25:39
108,IT_F_20121010153841021,Lara 1 - Calabria mare 1,1,0,Saline Aquifer without hydrocarbon fields,,,,,,,conglomerates,Ionian off-shore,Bradanic foredeep,Offshore,clay,0,0.000000000000000,,0.000000000000000,0.000000000000000,0.000000000000000,Italy,IT,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,17.170832999999998,39.213332999999999,x: long - y: lat - WGS84,10-010-12 15:38:41
109,IT_F_20121010165100811,Fosca 1 - Calabria mare 2,1,0,Saline Aquifer without hydrocarbon fields,Neogene,,Serravallian,,,,Sandstone,Ionian off-shore,Bradanic foredeep,Offshore,clay,0,0.000000000000000,,186.743793600000030,0.000000000000000,186.743793600000030,Italy,IT,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,16.896944000000001,38.438889000000003,x: long - y: lat - WGS84,10-010-12 16:51:00
110,IT_F_20121010170832724,Biddusa 2 - Sicilia 1,1,0,Saline Aquifer without hydrocarbon fields,Neogene,,Tortonian,,,,Sandstone,Sicily,Bradanic foredeep,Onshore,clay,0,0.000000000000000,,70.504358400000001,0.000000000000000,70.504358400000001,Italy,IT,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,12.508333000000000,37.772778000000002,x: long - y: lat - WGS84,10-010-12 17:08:32
111,IT_F_20121010172946255,Furci 9 - Abruzzi 2,1,0,Saline Aquifer without hydrocarbon fields,Neogene,,Piacenzian,,,,Sandstone,Central Italy,Adria foredeep,Onshore,clay,0,0.000000000000000,,54.756000000000007,0.000000000000000,54.756000000000007,Italy,IT,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,14.616389000000000,42.098610999999998,x: long - y: lat - WGS84,10-010-12 17:29:46
112,IT_F_20121010180248517,COTIGNOLA,1,1,Saline Aquifer with hydrocarbon fields,,,,,,,,Padana Plain,Adria foredeep,Onshore,,0,0.000000000000000,Formation has no aquifer storage potential but has potential within its hydrocarbon fields,6.863451919043903,6.863451919043903,0.000000000000000,Italy,IT,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,11.923367470000001,44.371028721999998,x: longitude - y: latitude (WGS84),10-010-12 18:02:48
113,IT_F_20121031102032101,CUGNO LE MACINE,1,2,Saline Aquifer with hydrocarbon fields,,,,,,,,Southern Italy,Bradanic foredeep,Onshore,,0,0.000000000000000,Formation has no aquifer storage potential but has potential within its hydrocarbon fields,21.917540222506986,21.917540222506986,0.000000000000000,Italy,IT,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,16.429548771000000,40.527625131000001,x: longitude - y: latitude (WGS84),31-010-12 10:20:32
114,IT_F_20121031104250082,LENO,1,1,Saline Aquifer with hydrocarbon fields,,,,,,,,Padana Plain,Adria foredeep,Onshore,,0,0.000000000000000,Formation has no aquifer storage potential but has potential within its hydrocarbon fields,3.320740986626632,3.320740986626632,0.000000000000000,Italy,IT,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,10.202879268000000,45.394282937000000,x: longitude - y: latitude (WGS84),31-010-12 10:42:50
115,IT_F_20121031111256239,PIADENA EST,1,1,Saline Aquifer with hydrocarbon fields,,,,,,,,Padana Plain,Adria foredeep,Onshore,,0,0.000000000000000,Formation has no aquifer storage potential but has potential within its hydrocarbon fields,2.825583208135486,2.825583208135486,0.000000000000000,Italy,IT,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,10.186512545999999,45.134578951000002,x: longitude - y: latitude (WGS84),31-010-12 11:12:56
116,IT_F_20121031114012049,SERRA PIZZUTA,1,2,Saline Aquifer with hydrocarbon fields,,,,,,,,Southern Italy,Bradanic foredeep,Onshore,,0,0.000000000000000,Formation has no aquifer storage potential but has potential within its hydrocarbon fields,15.443386527617719,15.443386527617719,0.000000000000000,Italy,IT,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,16.530369240999999,40.400064307000001,x: longitude - y: latitude (WGS84),31-010-12 11:40:12
117,IT_F_20121031114948505,PORTO CORSINI TERRA,1,1,Saline Aquifer with hydrocarbon fields,,,,,,,,Padana Plain,Adria foredeep,Onshore,,0,0.000000000000000,Formation has no aquifer storage potential but has potential within its hydrocarbon fields,2.074306050388375,2.074306050388375,0.000000000000000,Italy,IT,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,12.217131856000000,44.506454429000001,x: longitude - y: latitude (WGS84),31-010-12 11:49:48
118,IT_F_20121031115739676,RAPAGNANO,1,1,Saline Aquifer with hydrocarbon fields,,,,,,,,Central Italy,Adria foredeep,Onshore,,0,0.000000000000000,Formation has no aquifer storage potential but has potential within its hydrocarbon fields,0.434390504343905,0.434390504343905,0.000000000000000,Italy,IT,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,13.613240150999999,43.140621039999999,x: longitude - y: latitude (WGS84),31-010-12 11:57:39
119,IT_F_20121031120211176,RAVENNA TERRA,1,1,Saline Aquifer with hydrocarbon fields,,,,,,,,Padana Plain,Adria foredeep,Onshore,,0,0.000000000000000,Formation has no aquifer storage potential but has potential within its hydrocarbon fields,70.382563049197927,70.382563049197927,0.000000000000000,Italy,IT,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,12.181862895000000,44.460073285999997,x: longitude - y: latitude (WGS84),31-010-12 12:02:11
120,IT_F_20121031120548505,ROMANENGO,1,1,Saline Aquifer with hydrocarbon fields,,,,,,,,Padana Plain,Adria foredeep,Onshore,,0,0.000000000000000,Formation has no aquifer storage potential but has potential within its hydrocarbon fields,1.357336502936203,1.357336502936203,0.000000000000000,Italy,IT,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,9.807265011000000,45.387558130000002,x: longitude - y: latitude (WGS84),31-010-12 12:05:48
121,IT_F_20121031120838911,S.BENEDETTO,1,1,Saline Aquifer with hydrocarbon fields,,,,,,,,Central Italy,Adria foredeep,Onshore,,0,0.000000000000000,Formation has no aquifer storage potential but has potential within its hydrocarbon fields,1.589029737212534,1.589029737212534,0.000000000000000,Italy,IT,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,13.872469623000001,42.915400808000001,x: longitude - y: latitude (WGS84),31-010-12 12:08:38
122,IT_F_20121031121123708,S.POTITO,1,1,Saline Aquifer with hydrocarbon fields,,,,,,,,Padana Plain,Adria foredeep,Onshore,,0,0.000000000000000,Formation has no aquifer storage potential but has potential within its hydrocarbon fields,4.442185962393841,4.442185962393841,0.000000000000000,Italy,IT,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,11.946866564000000,44.419789750000000,x: longitude - y: latitude (WGS84),31-010-12 12:11:23
123,LT_F_20121003145626765,Cambrian,1,14,Saline Aquifer with hydrocarbon fields,Cambrian,Cambrian,Middle,Lower,Rausve-Deimena,Virbalis-Giruliai,Sandstone,Lithuania,Baltic Cambrian Basin,Both,Ordovician-Silurian,50,10.000000000000000,"Quartz sandstone mainly fine-grained, rare shales",89.436148899999992,4.739173900000001,84.696974999999995,Lithuania,LT,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,23.960000000000001,55.180000000000000,WGS-84,03-010-12 14:56:26
124,LV_F_20121008163124647,Middle Cambrian Deimena Sandstone Formation,1,18,Saline Aquifer with hydrocarbon fields,Cambrian,Cambrian,Deimena,Deimena,Deimena,Deimena and Cirma,Sandstone,Onshore and offshore western and central Latvia,Baltic Cambrian Basin,Both,Ordovician,50,22.000000000000000,"Small hydrocarbon fields could be in the offshore structures, but oil exploitation has not yet started",13552.000000000000000,0.000000000000000,13552.000000000000000,Latvia,LV,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,22.332670000000000,56.600130000000000,GCS-WGS-84,08-010-12 16:31:24
125,MK_F_20121001093332591,Ergelija basin,1,7,Saline Aquifer without hydrocarbon fields,Neogene,Neogene,Priabonian,Priabonian,Middle Eocen sediments,alevrolites-psamites,Sandstone,Ovche Pole Region,Ergelija,Onshore,neogen,830,0.000000000000000,Explorated for hydrocarbon traps,72.508800000000008,0.000000000000000,72.508800000000008,"Macedonia, The Former Yugoslav Republic Of",MK,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,587032.000000000000000,4633025.000000000000000,Macedonian Transverse Mercator,01-010-12 09:33:32
126,MK_F_20121001122911657,Sveti Nikole basin,1,7,Saline Aquifer without hydrocarbon fields,Neogene,Neogene,Priabonian,Priabonian,Middle Eocen sediments,alevrolites-psamites,Sandstone,Ovche Pole Region,Sveti Nikole,Onshore,neogen,400,0.000000000000000,Explorated for hydrocarbon traps,42.480000000000004,0.000000000000000,42.480000000000004,"Macedonia, The Former Yugoslav Republic Of",MK,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,577142.000000000000000,4634930.000000000000000,Macedonian Transverse Mercator,01-010-12 12:29:11
127,MK_F_20121001135515395,Veles basin,1,3,Saline Aquifer without hydrocarbon fields,Neogene,Neogene,Priabonian,Priabonian,Middle Eocen sediments,alevrolites-psamites,Sandstone,Ovche Pole Region,Veles,Onshore,neogen,480,0.000000000000000,Explorated for hydrocarbon traps,28.320000000000000,0.000000000000000,28.320000000000000,"Macedonia, The Former Yugoslav Republic Of",MK,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,568690.000000000000000,4625975.000000000000000,Macedonian Transverse Mercator,01-010-12 13:55:15
128,NL_F_20120924134347852,De lutte formation,1,2,Saline Aquifer with hydrocarbon fields,Carboniferous,Carboniferous,,,Limburg group,De lutte formation,Sandstone,Netherlands onshore,Southern North Sea Basin,Onshore,Zechtsein Group,36,0.000000000000000,,0.000000000000000,0.000000000000000,0.000000000000000,Netherlands,NL,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,21-011-12 21:18:47
129,NL_F_20120924134347853,Hospital ground formation,1,1,Saline Aquifer with hydrocarbon fields,Carboniferous,Carboniferous,,,Limburg group,Hospital ground formation,Sandstone,Netherlands offshore,Southern North Sea Basin,Offshore,Silverpit formation,197,0.000000000000000,,0.000000000000000,0.000000000000000,0.000000000000000,Netherlands,NL,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,21-011-12 21:18:47
130,NL_F_20120924134347854,Ruurlo formation/hospital ground formation,1,2,Saline Aquifer with hydrocarbon fields,Carboniferous,Carboniferous,,,Limburg group,Ruurlo formation/hospital ground formation,Sandstone,Netherlands offshore,Southern North Sea Basin,Offshore,Silverpit formation,168,0.000000000000000,,0.000000000000000,0.000000000000000,0.000000000000000,Netherlands,NL,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,21-011-12 21:18:47
131,NL_F_20120924134347855,Tubbergen formation,1,2,saline aquifer with hydrocarbon fields,Carboniferous,Carboniferous,Moscovian,Moscovian,Limburg group,Tubbergen formation,Sandstone,Netherlands onshore,Southern North Sea Basin,Onshore,Zechtsein group,78,0.000000000000000,,0.000000000000000,0.000000000000000,0.000000000000000,Netherlands,NL,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,21-011-12 21:18:47
